pairs,Ks
ONI30367-ONI35354,3.0842
ONI34874-ONI31724,4.1916
ONI34874-ONI35729,2.2051
ONI31724-ONI35729,3.8987
ONH92454-ONI34803,2.0132
ONH92454-ONI09153,1.7428
ONI34803-ONI09153,2.0048
ONI19088-ONI13088,1.843
ONI19088-ONI17637,1.8786
ONI13088-ONI17637,1.5466
ONI08952-ONI18676,3.5329
ONI08945-ONI18676,4.4098
ONH92536-ONH95733,1.6003
ONH95733-ONH97324,2.3362
ONH98499-ONH99964,2.196
ONH98499-ONI23141,4.4354
ONH99964-ONI23141,2.8554
ONH92565-ONI29214,1.7158
ONH92565-ONI07345,2.2421
ONI29214-ONI07345,3.2362
ONI30401-ONI19607,4.3488
ONI30401-ONI30434,4.3515
ONI19607-ONI30434,1.5674
ONH94919-ONH98318,1.8832
ONI01707-ONH98318,2.2469
ONI13388-ONI12184,1.776
ONI13539-ONI12184,1.5551
ONH93979-ONI28202,1.759
ONH93979-ONI28206,1.7469
ONH92581-ONH97425,5.2646
ONH92581-ONI22719,1.5609
ONH97425-ONI22719,3.8855
ONH92584-ONH97391,2.1154
ONI17678-ONI06803,3.0146
ONI17678-ONI22721,1.9933
ONI06803-ONI22721,2.8651
ONH92597-ONI22854,3.4443
ONH92597-ONI21752,1.9224
ONI22854-ONI21752,3.7619
ONH92608-ONI01115,4.0109
ONH92608-ONI08252,2.0703
ONI01115-ONI08252,4.0513
ONH92618-ONH97195,3.292
ONH92618-ONI34760,3.2184
ONH97195-ONI34760,9.0
ONH92621-ONI23416,1.8278
ONH92621-ONI07441,1.6096
ONI23416-ONI07441,1.7955
ONI00751-ONI30352,1.5976
ONI00751-ONI19727,1.9985
ONI30352-ONI19727,1.6476
ONH92669-ONI24487,1.8926
ONI00101-ONI24487,2.507
ONH92677-ONH94143,3.7254
ONH92677-ONI15288,3.5895
ONI10664-ONI16773,1.7321
ONH92694-ONI29062,2.0954
ONI29062-ONH92695,3.3173
ONH92696-ONI18252,3.1262
ONH92696-ONI13529,5.0622
ONI18252-ONI13529,1.804
ONH92758-ONI02398,1.8133
ONH92758-ONI35276,1.9528
ONH92772-ONI09432,2.0349
ONH92772-ONI05880,4.1978
ONI09432-ONI05880,4.2312
ONH92844-ONI28778,2.8436
ONH92844-ONI28776,1.7802
ONI28778-ONI28776,1.8254
ONH92911-ONI26147,2.2886
ONH92911-ONI12318,3.0431
ONI26147-ONI12318,1.9937
ONI18557-ONI32017,1.6593
ONI10144-ONI32017,4.0543
ONH92967-ONI26995,1.7716
ONH92967-ONH97120,2.3826
ONI26995-ONH97120,3.9809
ONH93012-ONI20114,1.6821
ONI29715-ONI20114,2.0974
ONH93030-ONI15549,2.1221
ONH93030-ONI26934,2.733
ONI15549-ONI26934,2.2932
ONI19556-ONI19739,1.7607
ONI19556-ONI19738,1.8483
ONI19739-ONI19738,1.7533
ONH95466-ONI20298,3.1833
ONH95466-ONI15388,2.4471
ONI20298-ONI15388,2.3334
ONI26466-ONH96719,2.6331
ONI26466-ONI09888,2.5279
ONH96719-ONI09888,2.4741
ONH93088-ONI32168,2.8955
ONH93088-ONI17790,4.4427
ONI31499-ONH98051,3.6106
ONI31499-ONI15834,3.9387
ONH93153-ONI05011,2.0699
ONH93153-ONI26823,2.8618
ONI05011-ONI26823,2.0597
ONI14950-ONI22630,2.3607
ONI22630-ONI31803,3.9472
ONH93164-ONI24536,2.6365
ONI26801-ONI24536,3.8611
ONH93184-ONI26789,3.7985
ONH93184-ONI04994,1.6614
ONI26789-ONI04994,2.8117
ONH93214-ONI05582,2.3263
ONH93214-ONI26737,3.1036
ONI05582-ONI26737,2.4855
ONH93231-ONH97643,2.7686
ONH93231-ONI11356,1.7893
ONH97643-ONI11356,1.5669
ONH93235-ONI26724,3.1519
ONI12448-ONI10678,3.5302
ONI12448-ONI16735,1.9566
ONI10678-ONI16735,3.5166
ONH97883-ONI33316,3.3276
ONH97883-ONH99494,3.8314
ONI33316-ONH99494,3.9504
ONH93309-ONH97283,1.7713
ONH97283-ONI27088,1.9995
ONH93329-ONI26619,1.7132
ONH93401-ONI19836,1.9683
ONH93401-ONI35391,1.9351
ONH93411-ONI26528,2.0095
ONI24510-ONI08185,2.2725
ONI24510-ONI08187,1.8872
ONH93421-ONI04859,1.5757
ONI26484-ONI04859,4.0189
ONI22478-ONI22479,4.3396
ONI22478-ONI06438,4.3257
ONI22479-ONI06438,4.3052
ONH93454-ONH98225,2.2471
ONH93454-ONI34269,3.2204
ONH98225-ONI34269,1.6338
ONH93455-ONI14823,3.8444
ONH93455-ONI07619,2.4244
ONI14823-ONI07619,3.4561
ONI06536-ONI22314,9.0
ONI06532-ONI22314,2.7097
ONI23529-ONI18581,1.8966
ONI23529-ONI12953,1.6409
ONI18581-ONI12953,3.1007
ONH93508-ONH99834,4.6071
ONH93508-ONI03792,4.604
ONH93525-ONI26366,2.9907
ONI28563-ONI26366,1.7525
ONH93536-ONI14054,4.3725
ONH93536-ONI27049,4.3398
ONH93538-ONI31403,1.5988
ONI31403-ONI26344,1.6253
ONH93541-ONI26333,2.3013
ONH93541-ONI03294,4.1925
ONI26333-ONI03294,4.4264
ONH93542-ONI09675,2.3344
ONI09675-ONI05263,3.0477
ONH93546-ONH94865,3.6479
ONH93546-ONI21263,2.4085
ONH93567-ONI04780,3.2146
ONI30359-ONI18028,2.472
ONI18028-ONI08210,3.8219
ONI18276-ONH98227,3.132
ONH98227-ONI31934,4.0297
ONH93574-ONI20598,3.5729
ONH93574-ONI20078,2.3817
ONI20598-ONI20078,3.4753
ONH93578-ONI19704,2.9844
ONI19704-ONH93576,3.6558
ONH93588-ONI23890,2.3623
ONH93588-ONI11377,2.5437
ONI23890-ONI11377,4.1798
ONH93616-ONI01394,4.0689
ONH93616-ONH95994,4.0799
ONI01394-ONH95994,1.6014
ONI31309-ONI09103,1.7158
ONH93660-ONI27090,4.6048
ONH93660-ONI35223,4.5907
ONI27090-ONI35223,4.6386
ONH93670-ONI29048,1.7475
ONI20728-ONH96350,2.4252
ONH93673-ONI19736,4.3558
ONH93673-ONI08215,2.505
ONI19736-ONI08215,1.8021
ONH93674-ONI04615,2.0429
ONI04615-ONH93677,1.7483
ONI32759-ONH96726,3.8902
ONI32759-ONI31311,3.9575
ONH96726-ONI31311,3.9543
ONI19391-ONI30609,2.2727
ONI19391-ONH94074,4.0645
ONI30609-ONH94074,4.0206
ONI04637-ONI28509,2.3962
ONI04637-ONI28507,2.3594
ONH93724-ONI13093,2.4484
ONI13093-ONI04646,2.5239
ONI01321-ONI23560,2.1382
ONI01321-ONH96044,1.636
ONI23560-ONH96044,1.9506
ONH93784-ONI07491,1.868
ONH93784-ONI23472,4.5204
ONI05241-ONI04286,2.9025
ONI05241-ONH95065,2.8911
ONI04286-ONH95065,5.6138
ONI35078-ONI02071,3.1987
ONH97984-ONI02071,2.0825
ONI10998-ONI30790,4.5865
ONI10998-ONI19276,4.6029
ONH93840-ONI04468,2.2418
ONH93840-ONI28323,3.2229
ONI04468-ONI28323,1.6709
ONI03107-ONI00611,1.6571
ONH97108-ONI36185,2.9797
ONH97108-ONI12808,2.1983
ONI36185-ONI12808,2.1999
ONI05443-ONH97362,2.2706
ONI05443-ONI05431,3.1917
ONH97362-ONI05431,3.4633
ONH93866-ONI27951,2.2222
ONI27951-ONH93867,4.0626
ONH93877-ONI08740,5.02
ONH93877-ONI28301,4.2448
ONI08740-ONI28301,4.1007
ONI12036-ONI02734,2.7563
ONI12036-ONI02735,4.2015
ONI02734-ONI02735,2.2214
ONH93882-ONI04422,1.7508
ONI29999-ONI04422,1.6498
ONH93887-ONI32058,4.7677
ONH93887-ONI07999,4.9921
ONI32058-ONI07999,4.7846
ONH93897-ONH90293,3.5222
ONH93897-ONH94317,3.436
ONH90293-ONH94317,3.4397
ONH94110-ONI19594,4.2936
ONI04301-ONI19594,1.9962
ONH93920-ONI25753,3.8425
ONH93920-ONI04406,2.0322
ONI25753-ONI04406,3.8495
ONI23530-ONI25225,3.8356
ONI22858-ONI25225,1.5451
ONI31422-ONI17412,4.1724
ONI17412-ONI31428,4.3769
ONI00237-ONI28084,2.0588
ONI03812-ONI08757,3.6028
ONI03812-ONI30918,3.6522
ONH93968-ONI16847,2.7995
ONH93968-ONI28114,2.1369
ONI16847-ONI28114,3.7964
ONH93973-ONH97486,4.7337
ONH93973-ONI28213,1.8485
ONH97486-ONI28213,4.6998
ONI08287-ONI12828,3.8663
ONI08287-ONI07535,2.1414
ONI12828-ONI07535,3.9156
ONH93983-ONI15244,3.9839
ONH93983-ONI28198,3.7722
ONI15244-ONI28198,4.821
ONH94008-ONI28046,1.5367
ONI28046-ONI04266,4.2288
ONI28321-ONI23358,2.5385
ONI28321-ONI07364,3.9155
ONI20813-ONI24468,2.396
ONI20813-ONI03542,2.5389
ONH94080-ONI02144,4.2241
ONH94080-ONI34828,3.3225
ONI02144-ONI34828,2.607
ONH94114-ONI17314,3.6399
ONH94114-ONI31611,5.3512
ONI17314-ONI31611,1.6685
ONH94149-ONH94520,2.4223
ONH94520-ONI18439,2.2487
ONH94205-ONH99686,2.9477
ONH94205-ONI03911,2.9344
ONH99686-ONI03911,2.2718
ONH94234-ONI00947,2.6223
ONH94234-ONI04695,3.262
ONI21008-ONI28974,3.6856
ONI21040-ONI28974,2.6194
ONH94240-ONI10859,3.7128
ONH94240-ONI26797,3.0869
ONI10859-ONI26797,1.694
ONH94272-ONI21838,3.132
ONH94279-ONI21838,3.5853
ONI01165-ONI24832,3.3917
ONI13680-ONI24832,4.1551
ONH94288-ONH94289,1.5741
ONH94290-ONH94289,1.6847
ONI19145-ONI01699,1.9249
ONI19145-ONI01698,1.6457
ONI01699-ONI01698,3.5034
ONH98654-ONI32889,2.2808
ONH98654-ONI16417,3.73
ONH94316-ONI09179,2.8416
ONH94316-ONI32157,3.304
ONI09179-ONI32157,4.4736
ONH94381-ONI14010,3.5293
ONI21465-ONI14010,1.9212
ONH94433-ONI08693,1.8205
ONI08693-ONH94434,1.989
ONH94455-ONH98278,3.2999
ONH98278-ONI01694,3.895
ONI23424-ONI25584,1.7378
ONI23424-ONI07466,1.7315
ONH94504-ONI29672,3.8859
ONI29672-ONI23633,3.6342
ONH94511-ONI25774,1.6522
ONI25774-ONI21065,1.9728
ONH94652-ONI25280,1.5517
ONH94652-ONI18002,1.5533
ONI25280-ONI18002,3.564
ONI18402-ONI19657,4.5366
ONI18402-ONI09893,2.1275
ONI19657-ONI09893,1.896
ONI33299-ONI15653,2.343
ONI33299-ONI36412,4.1353
ONI15653-ONI36412,3.8282
ONH94674-ONI20002,1.998
ONH94674-ONI02123,4.3746
ONI20002-ONI02123,2.5101
ONH94762-ONI29414,2.0724
ONI29414-ONI18765,3.3587
ONI12044-ONI12058,1.5931
ONI00894-ONI31690,4.2374
ONI00894-ONI23789,2.803
ONI31690-ONI23789,4.2247
ONH94803-ONI14412,1.6718
ONH94818-ONI09722,4.4184
ONH94818-ONI31836,3.4807
ONI09722-ONI31836,4.4111
ONI15447-ONI04184,3.5764
ONI15447-ONI15759,1.6931
ONI04184-ONI15759,3.5479
ONH94897-ONI36148,3.6635
ONH94897-ONI17286,3.6605
ONI36148-ONI17286,1.9048
ONH94900-ONI29746,2.272
ONH94900-ONI20095,3.7302
ONH94933-ONI25025,1.9802
ONH94949-ONI34708,1.9211
ONH94949-ONI20811,2.6262
ONI34708-ONI20811,1.5757
ONH99648-ONI24829,2.6507
ONI24829-ONI01090,3.5571
ONH94958-ONI23393,4.0257
ONH94958-ONI25528,3.8793
ONH94961-ONI19207,2.1017
ONH94961-ONI07602,3.6689
ONI19207-ONI07602,4.3338
ONI27021-ONI15105,1.9502
ONI27021-ONI27019,3.7572
ONI15105-ONI27019,2.5332
ONH96661-ONH96659,1.5391
ONH95009-ONH97211,3.7082
ONH95009-ONI32281,3.4217
ONH97211-ONI32281,1.6892
ONI15718-ONH97922,1.6225
ONI15718-ONI26360,4.2804
ONH97922-ONI26360,2.5248
ONH95100-ONI14904,4.1142
ONH95100-ONH97748,4.1092
ONI14904-ONH97748,4.0762
ONH95101-ONI33080,2.0845
ONI33080-ONI20635,4.154
ONH97766-ONI32560,4.3992
ONH97764-ONI32560,1.5904
ONI33995-ONH98396,2.2514
ONI33995-ONI34425,4.1074
ONI03236-ONI33385,2.5257
ONI03236-ONI23535,4.9402
ONI33385-ONI23535,4.9038
ONI09264-ONI13411,4.0386
ONI09268-ONI13411,1.9049
ONH95189-ONI22125,3.8879
ONI22125-ONH95197,3.6179
ONH95257-ONH99936,4.7899
ONH95257-ONI27351,4.8058
ONH99936-ONI27351,2.2782
ONI23344-ONI07340,2.0832
ONI23344-ONI25491,3.8801
ONI07340-ONI25491,4.0682
ONH95291-ONH99661,4.8067
ONH95291-ONH99660,4.7779
ONI10978-ONI16090,2.1336
ONI10978-ONI34282,2.2951
ONH95315-ONI19416,3.4957
ONI19416-ONH95318,9.0
ONH95327-ONI16869,4.3215
ONH95327-ONI16874,4.6186
ONH95386-ONI12473,3.4419
ONI10671-ONI12473,2.9479
ONH95399-ONI10889,4.3269
ONH95399-ONI26877,4.3858
ONI10889-ONI26877,4.3148
ONH97878-ONI25500,1.7327
ONH97878-ONH98108,2.179
ONH95425-ONI19886,1.9968
ONH95425-ONI30105,4.9408
ONH95434-ONI22705,1.6484
ONI17896-ONH96361,4.1411
ONI17896-ONI05138,4.1385
ONH96361-ONI05138,4.1751
ONH95493-ONI29967,2.5793
ONI29967-ONI03426,3.9484
ONH95531-ONH99206,2.2444
ONH95531-ONI20247,2.163
ONH95533-ONI20236,1.6753
ONH95533-ONH99171,1.9149
ONI20236-ONH99171,1.9315
ONH95560-ONI01274,3.7122
ONH95560-ONI01847,3.7279
ONI24161-ONI11872,4.2129
ONI24161-ONI11868,2.047
ONI11872-ONI11868,1.6003
ONH95642-ONH91005,4.6479
ONH95642-ONI34665,4.8643
ONH91005-ONI34665,4.6888
ONH95652-ONI29721,2.3698
ONI29721-ONH95914,2.3065
ONH95690-ONI16004,2.3599
ONH95690-ONH99032,2.2078
ONI16004-ONH99032,1.9642
ONH95706-ONI32873,4.2109
ONH95706-ONI27374,1.8248
ONI32873-ONI27374,1.7762
ONI10190-ONI18618,2.3359
ONI10190-ONI12936,3.6859
ONI18618-ONI12936,3.6669
ONI01625-ONI21449,2.0794
ONH95799-ONI28655,4.1268
ONI28655-ONI01595,4.1232
ONH95845-ONI07626,3.9466
ONH95845-ONI07487,3.9128
ONI07626-ONI07487,3.9067
ONH99829-ONI20781,3.8366
ONI24675-ONI20781,3.8384
ONH95866-ONI13860,3.229
ONH95866-ONI20420,2.3406
ONI13860-ONI20420,3.0557
ONH95897-ONI23515,1.6672
ONH95897-ONI14835,3.9284
ONI23515-ONI14835,3.9205
ONI31875-ONI17518,1.781
ONI31875-ONI28914,2.6327
ONI17518-ONI28914,4.8479
ONI07318-ONI20421,9.0
ONI20009-ONH99752,4.42
ONI20009-ONI29902,4.3426
ONH99752-ONI29902,4.3399
ONI03262-ONI00396,2.9515
ONI03262-ONI24140,4.601
ONI00396-ONI24140,4.6278
ONH95949-ONI32418,4.1772
ONI32418-ONI01443,4.1653
ONI03344-ONI13017,1.8857
ONI03344-ONI03314,2.9336
ONI13017-ONI03314,3.4301
ONH96012-ONI25766,3.5756
ONH96012-ONI20111,3.9602
ONI25766-ONI20111,3.9784
ONH96026-ONI10968,2.4363
ONH96026-ONI01332,2.1978
ONH96037-ONI03292,4.8875
ONH96037-ONI00428,4.8698
ONI03292-ONI00428,3.5116
ONH98832-ONI36416,2.7937
ONH98832-ONI27429,2.9319
ONH96127-ONI23581,4.1842
ONH96127-ONI01259,1.537
ONI23581-ONI01259,2.5819
ONH96160-ONI01247,2.3118
ONH96160-ONI29075,1.8947
ONH96215-ONI25204,1.7867
ONI25204-ONH96216,2.4266
ONH96239-ONI13389,4.5496
ONH96239-ONI32209,4.5741
ONI13389-ONI32209,4.6135
ONH96243-ONI21735,1.63
ONH96243-ONI01091,1.6372
ONI21735-ONI01091,3.2215
ONI31860-ONI05950,4.1794
ONI31860-ONI12100,2.506
ONI05950-ONI12100,1.7496
ONH96305-ONI26611,4.3737
ONI26611-ONI21812,4.4006
ONH96307-ONI34154,3.13
ONH96307-ONI17066,3.0511
ONI34154-ONI17066,3.1211
ONH96319-ONI21815,1.732
ONH96319-ONI01779,2.6594
ONI21815-ONI01779,3.6418
ONI32797-ONH96675,3.0954
ONI32797-ONI23655,3.5869
ONH96675-ONI23655,4.5455
ONH96365-ONI03315,4.7273
ONI00962-ONI03315,4.7322
ONI24230-ONI03293,3.4256
ONI24230-ONI00352,3.011
ONI03293-ONI00352,3.5425
ONI34403-ONH98337,2.1048
ONI19380-ONH97948,1.9374
ONH97948-ONI19383,2.6779
ONH96448-ONH96450,2.4102
ONH96448-ONH96451,2.1089
ONI25372-ONI24556,4.1879
ONI25372-ONI03647,4.2117
ONI24556-ONI03647,2.4496
ONI34915-ONI35985,4.0176
ONI34916-ONI35985,3.7905
ONH96496-ONI33356,3.627
ONH96496-ONI02705,1.9369
ONI33356-ONI02705,1.906
ONH96499-ONI20238,2.0774
ONH96499-ONI20244,4.2037
ONH96535-ONI22634,4.0554
ONH96535-ONI31318,1.6772
ONI22634-ONI31318,3.8928
ONH96570-ONI27335,3.5846
ONH96570-ONI35970,3.2586
ONH96580-ONI07558,1.5671
ONH96635-ONI32824,1.9367
ONI32824-ONH96636,1.6369
ONH96669-ONI32798,1.7088
ONH96670-ONI32798,3.355
ONI23493-ONI00543,3.4998
ONI23493-ONI24000,2.9862
ONI00543-ONI24000,1.5775
ONH96693-ONI22702,2.6222
ONI34655-ONI22702,2.0063
ONH96706-ONI00448,2.6961
ONH96706-ONI07175,3.6086
ONH96730-ONH99588,2.0474
ONH96730-ONI32750,2.6355
ONH99588-ONI32750,4.0587
ONH96743-ONI02205,2.259
ONH96743-ONI35084,2.9007
ONH96770-ONI22600,2.1846
ONH96770-ONI06642,4.4319
ONI22600-ONI06642,1.7151
ONH96791-ONI32705,2.4361
ONH96791-ONI00041,1.759
ONH96796-ONH96797,2.4815
ONH96796-ONH96798,2.6396
ONH96826-ONI27699,3.4361
ONH96826-ONI01663,3.3889
ONH96888-ONI07953,2.2903
ONI07953-ONI32625,2.9908
ONH99772-ONI07189,1.6142
ONI25401-ONI07189,2.5698
ONH96989-ONI19639,4.3979
ONH96989-ONI01766,4.455
ONH96998-ONI14416,3.3003
ONH96998-ONI34694,2.9034
ONH97004-ONI14307,3.5484
ONH97004-ONI21875,3.6815
ONI14307-ONI21875,3.6229
ONH97065-ONI03649,3.0582
ONH97065-ONH99968,3.156
ONI03649-ONH99968,1.6145
ONI28821-ONI02157,3.5347
ONI28821-ONI35865,3.5913
ONI02157-ONI35865,3.4794
ONH97106-ONH97209,2.1474
ONH97106-ONI17993,2.0412
ONH97146-ONI22361,1.6798
ONH97146-ONI34153,3.1892
ONI22361-ONI34153,2.1219
ONH97188-ONI13286,2.8625
ONH97188-ONI08725,1.8618
ONI13286-ONI08725,1.8726
ONH97198-ONI36198,4.7785
ONH97198-ONI32294,2.0713
ONI36198-ONI32294,4.7372
ONH97269-ONI07873,4.4073
ONH97269-ONI07870,3.9664
ONH97302-ONI10951,3.925
ONH97303-ONI10951,2.5275
ONI04041-ONI31620,2.0372
ONI04041-ONI17318,2.1916
ONI31620-ONI17318,2.7576
ONH97357-ONI25962,3.3989
ONI25962-ONI05446,3.4506
ONI09100-ONI32125,3.9138
ONI09100-ONI21505,3.7471
ONI32125-ONI21505,3.7339
ONH97421-ONI15334,2.4035
ONH97421-ONH97525,1.8432
ONI15334-ONH97525,1.5918
ONH97476-ONI35754,4.7034
ONI35754-ONI15270,4.6763
ONI18272-ONI07490,3.6707
ONI18272-ONI10952,2.092
ONI07490-ONI10952,4.3846
ONH97556-ONI26300,1.7085
ONI15357-ONI26300,1.6709
ONI33802-ONI15775,3.5723
ONI33802-ONI33803,3.3669
ONI15775-ONI33803,2.3729
ONH97634-ONI26236,1.9918
ONI26236-ONI33107,1.871
ONI30520-ONI25631,2.8434
ONI25631-ONI08404,4.0525
ONH97636-ONI08874,4.4772
ONH97636-ONI05718,4.5907
ONI08874-ONI05718,4.4769
ONH97644-ONI15438,2.1279
ONH97644-ONI33115,4.2042
ONI15438-ONI33115,2.2784
ONH97645-ONI05733,2.0029
ONI05733-ONI15449,4.1222
ONH97663-ONI04907,1.9819
ONH97663-ONI15475,2.7545
ONI04907-ONI15475,1.6942
ONH97684-ONI01229,2.5415
ONH97684-ONI21618,3.1156
ONI00255-ONI25348,1.838
ONI00255-ONI23122,3.0709
ONI25348-ONI23122,1.7304
ONI10579-ONI12590,1.595
ONI10579-ONI13746,2.4016
ONH97724-ONI26255,2.0209
ONI26255-ONI15521,2.1813
ONH97812-ONI25140,2.4324
ONI25140-ONI33259,1.7432
ONH97836-ONI04812,1.9039
ONH97836-ONI33272,1.6615
ONI04812-ONI33272,3.1767
ONH97847-ONI33278,1.6484
ONI15623-ONI33278,2.6627
ONH97865-ONH99275,1.607
ONH97865-ONI20337,1.7959
ONH99275-ONI20337,2.5209
ONH97888-ONI06257,4.9459
ONH97888-ONI33728,2.1272
ONI06257-ONI33728,4.7011
ONH97893-ONI19067,3.0546
ONI19067-ONI15707,4.4463
ONH97902-ONI10016,2.1542
ONH97902-ONI24988,2.033
ONI10016-ONI24988,3.9268
ONH97935-ONI36121,1.8092
ONH97935-ONI36122,2.2421
ONH97973-ONI33796,1.8886
ONH97973-ONI15774,2.6558
ONI33796-ONI15774,3.4678
ONH97995-ONI26785,2.7429
ONH97995-ONI33828,2.0992
ONI26785-ONI33828,4.9093
ONH98000-ONI15807,2.0224
ONI15807-ONI33833,3.0205
ONH98054-ONI15839,2.5821
ONH98054-ONI29637,3.5249
ONI15839-ONI29637,1.9548
ONH98068-ONI24569,4.0976
ONH98068-ONI34165,1.7693
ONI24569-ONI34165,3.3638
ONH98100-ONI24408,3.0969
ONH98100-ONI24411,2.6345
ONH98269-ONI34315,1.7921
ONH98269-ONI34306,1.599
ONH98124-ONI28271,4.5882
ONH98124-ONI15928,1.9563
ONI28271-ONI15928,4.5984
ONH98131-ONI15921,3.0843
ONI33922-ONI15921,1.5366
ONI03541-ONI15900,2.9695
ONI28233-ONI10259,1.5369
ONI28233-ONI12912,2.7165
ONH98165-ONI01187,2.3302
ONH98165-ONI31014,4.441
ONI01187-ONI31014,2.0761
ONH98217-ONI05423,4.1867
ONH98217-ONI17346,2.7224
ONH98230-ONI34270,1.7501
ONI34373-ONI34270,1.8104
ONH98245-ONI24954,2.653
ONH98245-ONI06429,2.0972
ONI24954-ONI06429,2.0379
ONI34058-ONI35982,3.9759
ONI34058-ONI34913,3.8805
ONI35982-ONI34913,2.0383
ONH98273-ONI16130,1.563
ONH98280-ONI16157,3.3888
ONH98280-ONI34364,3.1982
ONI16157-ONI34364,2.4655
ONH98302-ONI09015,1.9585
ONI09015-ONI05351,2.5025
ONH98324-ONI32966,3.338
ONI34394-ONI32966,3.2967
ONH98325-ONI25146,3.2428
ONI25146-ONI16200,1.8549
ONH98330-ONI34400,2.0365
ONI16205-ONI34400,2.7176
ONH98370-ONI16364,2.9566
ONI16364-ONH99843,4.2057
ONH98385-ONI30344,4.2618
ONH98385-ONI19716,4.1036
ONI30344-ONI19716,1.833
ONI17631-ONI12896,4.2528
ONI12297-ONI12896,4.2593
ONH98442-ONI02723,1.7971
ONH98442-ONI33378,2.3755
ONH98468-ONI22763,1.8635
ONH98468-ONI34456,1.6485
ONI22763-ONI34456,1.8079
ONH98479-ONI16319,2.4811
ONI16879-ONI16319,4.0884
ONI15569-ONH98712,1.548
ONI15569-ONI32921,1.7723
ONH98712-ONI32921,2.3054
ONH98563-ONI06906,3.9237
ONH98563-ONI34535,3.9541
ONI06906-ONI34535,3.883
ONH98600-ONI35086,2.1396
ONH98600-ONI35087,4.1114
ONH98604-ONI16353,1.9514
ONH98604-ONI34508,2.6556
ONI16353-ONI34508,2.9155
ONH98617-ONI09850,3.7456
ONI34501-ONI09850,4.5494
ONH98624-ONI11873,3.681
ONH98624-ONI16396,1.8416
ONI11873-ONI16396,3.4321
ONH98640-ONI04629,2.0649
ONI30187-ONI15616,3.9308
ONI30187-ONI22164,1.6434
ONI15616-ONI22164,2.4623
ONH98666-ONI06451,3.8421
ONH98666-ONH99162,3.9638
ONI06451-ONH99162,3.0316
ONH98707-ONI31137,2.0819
ONH98707-ONI32738,4.0546
ONI31137-ONI32738,3.2865
ONI24960-ONI12911,2.4408
ONI12911-ONI19111,2.0949
ONH98720-ONI32923,2.5539
ONH98720-ONI32922,2.0013
ONH98754-ONI02318,3.8951
ONH98754-ONI35185,2.8557
ONH98785-ONI31145,1.8888
ONH98785-ONI18904,2.6157
ONI31145-ONI18904,1.7211
ONH98828-ONI18544,4.5112
ONH98828-ONI13069,3.9353
ONI18544-ONI13069,1.6648
ONH98835-ONI02789,3.8992
ONH98835-ONI08166,3.8844
ONI02789-ONI08166,4.1334
ONH98955-ONI11008,2.9062
ONH98955-ONI29890,4.1556
ONI11008-ONI29890,3.2052
ONH98977-ONI27394,3.3144
ONH98977-ONI27368,4.4368
ONH99009-ONI09114,4.0633
ONH99009-ONI17187,1.9836
ONI09114-ONI17187,3.5766
ONH99038-ONI14858,4.1917
ONH99038-ONI17774,4.158
ONI14858-ONI17774,2.2212
ONI24146-ONI26943,2.5178
ONI24146-ONI26942,1.8004
ONI10985-ONI04228,3.3754
ONI10985-ONI07600,3.3747
ONI04228-ONI07600,3.3474
ONH99179-ONI31890,3.8037
ONI31890-ONI01861,3.8723
ONH99272-ONI29098,4.1378
ONH99272-ONI20323,2.6257
ONI29098-ONI20323,4.088
ONH99285-ONI02514,4.2388
ONH99285-ONI27418,4.4047
ONI02514-ONI27418,4.3004
ONH99359-ONI19693,1.7347
ONI19693-ONI18071,2.2124
ONH99412-ONI34184,2.7209
ONH99412-ONI16025,2.4922
ONI34184-ONI16025,1.5936
ONH99427-ONI07198,1.9923
ONH99427-ONI25406,4.3827
ONI31143-ONI18181,4.6956
ONI31143-ONI32373,4.5684
ONI18181-ONI32373,4.5333
ONH99430-ONI14630,3.6252
ONH99430-ONI25614,2.192
ONH99439-ONI19906,4.2658
ONH99439-ONI19744,4.3258
ONI19906-ONI19744,4.2817
ONH99464-ONI34723,1.6525
ONH99464-ONI34724,1.7466
ONH99485-ONI17583,2.3699
ONI17583-ONI18020,1.6563
ONH99531-ONI35070,4.3052
ONH99531-ONI29036,2.472
ONI35070-ONI29036,4.2667
ONH99535-ONI32283,3.933
ONH99535-ONI26170,4.0729
ONI32283-ONI26170,2.2579
ONH99571-ONI05197,3.6586
ONH99574-ONI05197,2.1792
ONH99581-ONI11453,1.8215
ONH99592-ONI01780,2.6293
ONH99592-ONI04066,1.5382
ONI01780-ONI04066,3.3677
ONH99606-ONH93594,3.2971
ONH99606-ONI04038,1.8879
ONH93594-ONI04038,4.0868
ONH99650-ONI10236,4.628
ONH99650-ONI03944,2.1947
ONI10236-ONI03944,4.6785
ONH99672-ONI10871,2.2267
ONH99672-ONI03922,1.7218
ONI26256-ONI04783,1.8086
ONI26256-ONI08213,4.4341
ONI04783-ONI08213,4.4303
ONH99719-ONI03872,1.7037
ONH99726-ONI29060,2.8541
ONH99726-ONI27215,2.758
ONI29060-ONI27215,2.8283
ONH99792-ONI03809,1.9702
ONH99792-ONI24698,3.861
ONI03809-ONI24698,2.3856
ONH99795-ONI24692,3.5401
ONH99830-ONI24674,2.5812
ONH99830-ONI07051,2.3104
ONI24674-ONI07051,2.0081
ONH99850-ONI31199,1.636
ONH99850-ONI11486,2.2207
ONI31199-ONI11486,2.225
ONH99881-ONI29603,3.2066
